No,Kode Saham,Nama Perusahaan,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,0,7025,6975,7000,-25,170700,1195377500,232,568.7,7025,28700,7000,22300,1924688333,1924688333,390711732,22900,11800,0,0,0
2,ABBA,Mahaka Media Tbk.,0,73,71,71,-1,3821800,272448300,265,156.9,72,1181200,70,1634200,3935892857,3935892857,1342139464,18500,150000,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,0,0,0,6000,0,0,0,0,1369.8,5900,7500,0,0,620806680,620806680,31474899,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,0,3490,3450,3460,-20,840500,2913174000,674,92.3,3460,900,3450,203400,2753165000,2753165000,568803889,261200,66000,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,825,830,800,805,-20,34732100,28215493000,5739,981.7,810,59200,805,280500,17150000000,17150000000,6832560000,14561900,2654800,0,0,0
6,ACST,Acset Indonusa Tbk.,0,177,170,170,-5,10595700,1817103700,1003,12.6,171,225800,170,2151300,12675160000,12675160000,1560312196,178300,954400,100,17100,1
7,ADCP,Adhi Commuter Properti Tbk.,0,55,53,54,0,4351700,234906800,218,41.5,54,124900,53,5625000,22222222200,22222222200,2222222220,0,0,0,0,0
8,ADES,Akasha Wira International Tbk.,0,10325,10050,10075,-125,59200,601595000,131,523.4,10075,2200,10050,4000,589896800,589896800,48961434,12400,1100,0,0,0
9,ADHI,Adhi Karya (Persero) Tbk.,0,408,398,400,-6,4951700,1993144200,1182,344.2,402,163700,400,97500,8407608979,8407608979,2998994123,872000,43300,0,0,0
10,ADMF,Adira Dinamika Multi Finance Tbk.,0,10700,10600,10625,-75,29400,313065000,51,457.0,10650,38900,10625,1000,1000000000,1000000000,79200000,2300,0,0,0,0
11,ADMG,Polychem Indonesia Tbk,0,155,142,146,4,639200,95002900,248,13.0,146,9900,145,79800,3889179559,3889179559,520372225,10000,3200,0,0,0
12,ADMR,Adaro Minerals Indonesia Tbk.,0,1215,1165,1175,-10,13381600,15903858000,2208,1175.0,1180,109300,1175,90100,40882331500,40882331500,6606584770,4417800,3839900,0,0,0
13,ADRO,Adaro Energy Indonesia Tbk.,2450,2510,2450,2480,30,29145200,72400951000,4443,225.5,2480,169400,2470,124300,31985962000,31985962000,14860677945,4110100,13647000,19198,47801040,8
14,AEGS,Anugerah Spareparts Sejahtera Tbk.,0,68,56,58,-4,11783900,778821400,1115,58.0,62,20000,58,40300,1006000000,400000000,0,0,0,0,0,0
15,AGAR,Asia Sejahtera Mina Tbk.,0,0,0,132,0,0,0,0,120.0,132,1000,130,300,1000000000,1000000000,250100000,0,0,0,0,0
16,AGII,Samator Indo Gas Tbk.,0,1480,1450,1470,15,49700,72743000,67,133.6,1470,10800,1460,38200,3066660000,3066660000,229999500,0,2900,0,0,0
17,AGRO,Bank Raya Indonesia Tbk.,0,260,246,246,-6,26563100,6691827800,2257,409.9,248,251800,246,311100,24493093216,24493093216,3206145902,7913200,1343900,10000,2540000,2
18,AGRS,Bank IBK Indonesia Tbk.,0,82,80,81,0,1114200,89858500,96,104.8,81,2272800,80,581600,37365877065,37365877065,2096225703,5400,0,0,0,0
19,AHAP,Asuransi Harta Aman Pratama Tbk.,0,107,102,104,-1,9313700,973712600,537,499.5,104,315700,103,393200,4900000000,4900000000,1201970000,962100,1818100,0,0,0
20,AIMS,Akbar Indo Makmur Stimec Tbk,0,328,306,324,6,20400,6554400,44,259.2,324,2900,314,100,220000000,220000000,38786000,0,0,0,0,0
21,AISA,FKS Food Sejahtera Tbk.,0,160,150,155,2,26899700,4194857600,2231,18.9,156,158100,155,641200,9311800000,9311800000,2471351720,2347000,9105700,0,0,0
22,AKKU,Anugerah Kagum Karya Utama Tbk.,0,50,50,50,0,5000000,250000000,1336,75.9,50,11167200,0,0,6449463636,6449463636,1663316672,0,0,0,0,0
23,AKPI,Argha Karya Prima Industry Tbk.,0,700,700,700,0,100,70000,1,92.3,710,100,700,12000,612248000,612248000,26816462,100,0,0,0,0
24,AKRA,AKR Corporindo Tbk.,1475,1475,1435,1435,-40,17471800,25162690000,7483,5718.5,1440,67600,1435,2060900,20073474600,20073474600,7395068043,6500800,1595500,11300,16667500,1
25,AKSI,Mineral Sumberdaya Mandiri Tbk.,0,169,160,165,0,52900,8643200,46,82.5,165,1300,164,2300,720000000,720000000,57528000,0,0,0,0,0
26,ALDO,Alkindo Naratama Tbk.,0,750,715,725,-20,93700,68724000,41,554.5,745,13600,740,3000,1316856472,1316856472,308539471,8600,8600,0,0,0
27,ALKA,Alakasa Industrindo Tbk,0,570,505,545,-10,265200,140876500,429,91.8,545,23800,525,900,507665055,507665055,38074879,0,21500,0,0,0
28,ALMI,Alumindo Light Metal Industry Tbk.,0,199,192,193,-6,3400,663600,14,29.7,200,200,193,49400,3816000000,3816000000,169048800,0,600,0,0,0
29,ALTO,Tri Banyan Tirta Tbk.,0,50,50,50,0,11200,560000,4,25.0,50,16931900,0,0,2191870558,2191870558,676630441,0,10500,0,0,0
30,AMAG,Asuransi Multi Artha Guna Tbk.,0,316,300,302,-14,1060600,318627400,155,287.6,304,200,302,1100,5001552516,5001552516,408626841,0,0,0,0,0
31,AMAN,Makmur Berkah Amanda Tbk.,0,132,125,127,-2,8079100,1035217400,754,115.5,128,1300,127,49800,3873500000,3873500000,454748900,4900,1486900,0,0,0
32,AMAR,Bank Amar Indonesia Tbk.,0,322,316,320,-2,3025300,966227600,212,274.5,322,318500,320,243300,18197283760,18197283760,664200857,297000,160000,0,0,0
33,AMFG,Asahimas Flat Glass Tbk.,0,5900,5825,5825,-25,18700,109485000,36,237.8,5850,8200,5825,8000,434000000,434000000,84847000,1600,200,0,0,0
34,AMIN,Ateliers Mecaniques D Indonesie Tbk.,0,156,151,155,-1,266800,40601800,32,121.1,155,213800,153,500,1080000000,1080000000,187920000,10000,0,0,0,0
35,AMMN,Amman Mineral Internasional Tbk.,0,6875,6600,6825,175,46087800,312241072500,6087,402.7,6825,615200,6800,1847400,72412808856,6825135992,13613676397,7090800,21406100,121,816750,2
36,AMMS,Agung Menjangan Mas Tbk.,0,53,46,46,-5,9661600,474936000,519,46.0,48,105000,46,711800,1200046269,1200046269,0,0,0,0,0,0
37,AMOR,Ashmore Asset Management Indonesia Tbk.,0,860,860,860,0,300,258000,3,90.5,935,20000,860,300,2222222400,2222222400,204000016,0,100,0,0,0
38,AMRT,Sumber Alfaria Trijaya Tbk.,2910,2910,2880,2900,0,12286800,35630438000,3312,7400.0,2900,2653500,2890,10400,41524501700,41524501700,18843818871,11473600,11700900,1888441,5467038794,4
39,ANDI,Andira Agro Tbk.,0,50,50,50,0,11300,565000,10,125.0,50,42943400,0,0,9350000000,9350000000,3266890000,0,0,0,0,0
40,ANJT,Austindo Nusantara Jaya Tbk.,0,720,710,710,0,459500,327655000,155,59.2,715,57400,710,3400,3354175000,3354175000,19454215,24000,2700,0,0,0
41,ANTM,Aneka Tambang Tbk.,1660,1665,1625,1625,-30,22031500,36107698000,8679,1071.4,1630,7700,1625,95900,24030764725,24030764725,8369915354,7620900,5166800,94,154630,2
42,APEX,Apexindo Pratama Duta Tbk.,0,222,208,208,-10,6796300,1437390400,1293,13.3,210,32300,208,25500,2830004997,2830004997,573642013,309300,320200,0,0,0
43,APIC,Pacific Strategic Financial Tbk.,0,1100,1085,1090,-10,2188700,2375981500,129,1159.4,1090,206100,1085,54000,11766313488,11766313488,7385714976,40100,16900,0,0,0
44,APII,Arita Prima Indonesia Tbk.,0,198,194,194,-1,59400,11561500,18,88.2,198,24800,194,12900,1075760000,1075760000,274641528,0,7800,0,0,0
45,APLI,Asiaplast Industries Tbk.,0,535,494,530,-10,50700,26104300,58,441.7,530,17700,505,200,1362671400,1362671400,172923001,0,0,0,0,0
46,APLN,Agung Podomoro Land Tbk.,0,129,126,127,-2,7561700,960650800,571,34.8,127,209400,126,1298300,22699326779,22699326779,3915633869,1326400,270200,0,0,0
47,ARCI,Archi Indonesia Tbk.,0,364,346,348,-14,6893000,2425931400,508,46.4,350,15000,348,154900,24835000000,24835000000,2190447000,413800,220600,0,0,0
48,ARGO,Argo Pantes Tbk,0,770,770,770,5,13600,10472000,21,19.3,770,1000,765,700,3174339029,3174339029,86342022,0,0,0,0,0
49,ARII,Atlas Resources Tbk.,0,248,238,246,4,65900,16053800,49,16.4,246,47200,240,100,3431000000,3431000000,1414944400,0,0,0,0,0
50,ARKA,Arkha Jayanti Persada Tbk.,0,50,50,50,0,40800,2040000,3,21.2,50,37873500,0,0,2000000000,2000000000,906400000,0,0,0,0,0
51,ARKO,Arkora Hydro Tbk.,0,715,705,705,-10,2431500,1721851500,150,235.0,705,9900,700,688100,2928495000,2928495000,461237963,79000,60600,0,0,0
52,ARMY,Armidian Karyatama Tbk.,0,0,0,50,0,0,0,0,16.7,0,0,0,0,9006250000,9006250000,4440981875,0,0,0,0,0
53,ARNA,Arwana Citramulia Tbk.,0,680,665,675,-5,1735200,1169330500,266,4587.8,675,5600,670,86300,7341430976,7341430976,2942445535,1181000,21300,0,0,0
54,ARTA,Arthavest Tbk,0,0,0,2120,0,0,0,0,1229.8,2120,300,2000,200,446674175,446674175,44533415,0,0,0,0,0
55,ARTI,Ratu Prabu Energi Tbk,0,0,0,50,0,0,0,0,12.3,0,0,0,0,7840000000,7840000000,4368448000,0,0,0,0,0
56,ARTO,Bank Jago Tbk.,2060,2120,1990,2060,-10,30929700,63809738500,6550,12525.8,2060,225300,2050,6500,13717687500,13717687500,3839580731,7259800,6530100,33,67810,2
57,ASBI,Asuransi Bintang Tbk.,0,640,565,610,5,85600,53949000,23,463.1,635,100,605,1000,348386472,348386472,47276044,0,0,0,0,0
58,ASDM,Asuransi Dayin Mitra Tbk.,0,1000,995,995,-5,200,199500,2,293.9,995,19900,990,200,192000000,192000000,41702400,0,0,0,0,0
59,ASGR,Astra Graphia Tbk.,0,925,910,915,0,1569200,1436732000,151,189.7,915,94200,910,31700,1348780500,1348780500,297540978,0,936000,0,0,0
60,ASHA,Cilacap Samudera Fishing Industry Tbk.,0,50,50,50,0,14900,745000,19,50.0,50,57191000,0,0,5000000000,5000000000,1250000000,0,0,0,0,0
61,ASII,Astra International Tbk.,5725,5775,5725,5775,25,15229800,87680802500,3264,4129.8,5775,386300,5750,28600,40483553140,40483553140,18254034111,10714800,11158800,439723,2541834875,9
62,ASJT,Asuransi Jasa Tania Tbk.,0,125,123,125,0,18100,2228700,13,109.1,125,129300,123,3600,1400000000,1400000000,316540000,9600,0,0,0,0
63,ASLC,Autopedia Sukses Lestari Tbk.,0,82,78,79,-2,8955300,712793500,759,30.9,80,912400,79,757500,12746354780,12746354780,2635946169,337400,900,0,0,0
64,ASMI,Asuransi Maximus Graha Persada Tbk.,0,50,50,50,0,255000,12750000,30,92.6,50,733700,0,0,8958380460,8958380460,5975239767,121400,0,0,0,0
65,ASPI,Andalan Sakti Primaindo Tbk.,0,254,224,232,-22,2673300,630875600,429,221.0,234,25500,232,500,681823317,681823317,332866143,633800,121300,0,0,0
66,ASRI,Alam Sutera Realty Tbk.,0,166,162,163,-2,4544300,742102000,502,155.2,164,93900,163,40200,19649411888,19649411888,9355085000,8300,27000,0,0,0
67,ASRM,Asuransi Ramayana Tbk.,0,1650,1650,1650,0,100,165000,1,835.9,1650,13600,1560,100,304283840,304283840,13510202,0,0,0,0,0
68,ASSA,Adi Sarana Armada Tbk.,0,865,805,815,-30,6535200,5398787500,1231,226.4,815,8600,810,388700,3691137517,3691137517,1845937872,2147100,821200,0,0,0
69,ATAP,Trimitra Prawara Goldland Tbk.,0,56,54,56,0,321800,17647900,57,56.0,56,219800,55,33600,1250000000,1250000000,200000000,0,0,0,0,0
70,ATIC,Anabatic Technologies Tbk.,0,360,350,360,8,14300,5120000,7,51.4,360,1400,354,8500,2315361355,2315361355,335264324,0,0,0,0,0
71,AUTO,Astra Otoparts Tbk.,0,2740,2650,2650,-60,1837000,4901422000,1783,2396.7,2660,1600,2650,77000,4819733000,4819733000,962500680,931100,338700,0,0,0
72,AVIA,Avia Avian Tbk.,0,500,490,500,0,7862000,3911821600,618,53.8,500,2038800,498,21000,61953555600,61950456300,10352439141,4761200,2640000,11425169,5689983762,5
73,AWAN,Era Digital Media Tbk.,0,302,282,302,18,13348500,3934675800,1168,302.0,304,298600,302,5265800,3435000000,750000000,271365000,152000,1571500,0,0,0
74,AXIO,Tera Data Indonusa Tbk.,0,210,192,206,-2,1650300,333839500,282,147.1,206,648000,204,47400,5840126500,5840126500,1220002426,37400,141500,0,0,0
75,AYLS,Agro Yasa Lestari Tbk.,0,62,56,62,2,340300,20591600,138,62.0,62,267000,61,1000,853423236,853423236,258672583,0,0,0,0,0
76,BABP,Bank MNC Internasional Tbk.,0,63,60,60,-2,10644700,651892700,378,71.3,61,40100,60,6264600,33421497343,33421497343,11246333856,0,1681500,0,0,0
77,BABY,Multitrend Indo Tbk.,0,206,197,197,-5,1393100,278952500,423,74.1,198,5100,197,1900,2668586400,1334000000,533984139,0,0,16491200,4386659200,1
78,BACA,Bank Capital Indonesia Tbk.,0,131,130,130,0,15150200,1979946400,96,95.8,131,367500,130,22371700,19753494636,19753494636,4997634143,3215600,0,0,0,0
79,BAJA,Saranacentral Bajatama Tbk.,0,140,133,139,0,312200,43274500,108,55.6,139,90900,138,47600,1800000000,1800000000,399960000,0,0,0,0,0
80,BALI,Bali Towerindo Sentra Tbk.,0,800,800,800,5,400,320000,3,1000.0,800,20900,795,200,3934592500,3934592500,1143392581,0,0,0,0,0
81,BANK,Bank Aladin Syariah Tbk.,0,1035,1010,1015,-15,11044900,11272758500,618,985.4,1025,102000,1015,58800,14509075940,14509075940,5320477230,799300,369400,0,0,0
82,BAPA,Bekasi Asri Pemula Tbk.,0,76,67,67,0,29675000,2130785800,1968,44.7,68,56100,67,989000,661784520,661784520,175637612,0,0,0,0,0
83,BAPI,Bhakti Agung Propertindo Tbk.,0,0,0,50,0,0,0,0,33.3,0,0,0,0,5591980103,1677762103,1677594031,0,0,0,0,0
84,BATA,Sepatu Bata Tbk.,0,146,146,146,-3,81800,11942800,6,1893.6,148,20000,146,3500,1300000000,1300000000,220090000,20000,0,0,0,0
85,BAUT,Mitra Angkasa Sejahtera Tbk.,0,50,50,50,0,2200,110000,3,50.0,50,81705300,0,0,4800071104,4800071104,1447220627,0,0,0,0,0
86,BAYU,Bayu Buana Tbk,0,1445,1410,1435,5,202700,288637500,116,177.0,1435,3800,1430,7000,353220780,353220780,193494343,0,10000,0,0,0
87,BBCA,Bank Central Asia Tbk.,8950,9000,8825,8825,-175,50754600,450093725000,17648,25197.0,8850,700,8825,883400,122042299500,122042299500,27791781397,44977600,24064100,14856636,132244374466,20
88,BBHI,Allo Bank Indonesia Tbk.,0,1295,1255,1275,-20,927400,1180228500,348,4910.5,1280,300,1275,5000,21512953877,21512953877,3136588675,22400,28900,11573400,15749927300,31
89,BBKP,Bank KB Bukopin Tbk.,0,85,82,83,-1,51584700,4278137900,1186,34.9,83,1616300,82,9485600,185819884852,185819884852,28764918175,17034800,10407600,0,0,0
90,BBLD,Buana Finance Tbk.,0,790,775,780,-20,45800,35557500,9,310.0,785,1200,775,7300,1645796054,1645796054,531921285,23700,700,0,0,0
91,BBMD,Bank Mestika Dharma Tbk.,0,0,0,2000,0,0,0,0,144.9,1965,200,1915,500,4049189100,4049189100,362807343,0,0,0,0,0
92,BBNI,Bank Negara Indonesia (Persero) Tbk.,4860,4870,4820,4860,0,37753900,182943150000,5521,46.6,4860,121200,4850,526200,36924339786,36924339786,14706964536,26829200,20606300,694474,4095026972,7
93,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,5150,5150,5050,5075,-125,113811900,579908055000,16003,5952.2,5100,520300,5075,942300,150043411587,150043411587,47310660425,85376100,37223400,2221965,11322489800,18
94,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,0,73,70,73,1,602800,43139400,125,23.5,73,784500,72,116600,8479490328,8479490328,758066435,134600,0,0,0,0
95,BBSI,Krom Bank Indonesia Tbk.,0,3640,3640,3640,0,100,364000,1,828.4,3640,1500,3430,100,3637976068,3637976068,885119577,0,0,0,0,0
96,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,0,102,94,96,0,121300,11807200,70,80.0,99,11900,97,100,4800016020,4800016020,503041679,0,0,0,0,0
97,BBTN,Bank Tabungan Negara (Persero) Tbk.,1215,1220,1205,1215,5,5973800,7239028000,746,164.3,1215,16500,1210,1252300,13894099969,13894099969,5557639988,256900,13500,0,0,0
98,BBYB,Bank Neo Commerce Tbk.,0,268,248,250,-2,67508000,17385558600,5075,306.7,250,305400,248,1751300,11918427523,11918427523,6843561084,15653600,1960000,480095,120024890,2
99,BCAP,MNC Kapital Indonesia Tbk.,0,50,50,50,0,7408800,370440000,130,141.8,50,238600,0,0,42618850927,42618850927,12440442586,2649800,45700,28611000,1673743500,2
100,BCIC,Bank JTrust Indonesia Tbk.,0,143,128,135,7,5982300,805671600,1117,10.1,135,83000,133,1500,17926071041,17926071041,760065412,436700,136800,0,0,0
101,BCIP,Bumi Citra Permai Tbk.,0,63,60,63,2,4252500,259256200,77,57.3,63,1467900,62,300,1429915525,1429915525,789885336,0,0,0,0,0
102,BDKR,Berdikari Pondasi Perkasa Tbk.,0,575,555,570,-5,5610200,3176822500,1638,285.0,570,367300,565,221500,4715864176,1183864176,706097783,811700,457100,0,0,0
103,BDMN,Bank Danamon Indonesia Tbk.,0,2700,2670,2690,-10,477300,1279753000,196,1.5,2700,18900,2690,1000,9675817341,9675817341,818574147,54900,26900,0,0,0
104,BEBS,Berkah Beton Sadaya Tbk.,0,50,50,50,0,2200,110000,3,250.3,50,13303055400,0,0,45000000000,45000000000,28228500000,0,0,0,0,0
105,BEEF,Estika Tata Tiara Tbk.,0,147,141,141,-1,850700,121986100,124,41.5,144,4800,141,15500,7031371419,7031357919,1289553518,161200,0,0,0,0
106,BEER,Jobubu Jarum Minahasa Tbk.,0,320,318,320,2,37300,11862400,21,145.5,320,9300,316,28500,4000000000,4000000000,800000000,0,1400,0,0,0
107,BEKS,Bank Pembangunan Daerah Banten Tbk.,0,50,50,50,0,48400,2420000,15,96.5,50,242580200,0,0,51351733883,51351733883,17403102613,0,0,0,0,0
108,BELI,Global Digital Niaga Tbk.,0,472,466,472,4,30022700,14065790800,227,104.9,472,9534300,470,3908100,118493291840,17878453600,19101118645,24268400,0,0,0,0
109,BELL,Trisula Textile Industries Tbk.,0,83,80,82,1,12945400,1059075900,1468,273.3,83,266200,82,176100,7250000000,7250000000,1170150000,170300,356200,0,0,0
110,BESS,Batulicin Nusantara Maritim Tbk.,0,163,156,159,-4,2353500,372496800,534,151.4,160,12400,159,2000,3440455528,3440455528,362968058,0,0,0,0,0
111,BEST,Bekasi Fajar Industrial Estate Tbk.,0,138,134,136,0,10968100,1487028100,561,80.0,137,7400,136,637300,9647311150,9647311150,4031611330,2565000,89700,0,0,0
112,BFIN,BFI Finance  Indonesia Tbk.,0,1115,1090,1095,-10,3939200,4313872000,420,5611.4,1095,700,1090,329000,15967115620,15967115620,6936115025,1653400,1070900,9644000,10540892000,4
113,BGTG,Bank Ganesha Tbk.,0,76,71,72,1,28351700,2084547100,3513,73.1,73,1896800,72,707200,23731287132,23731287132,8030667565,2515300,2377600,0,0,0
114,BHAT,Bhakti Multi Artha Tbk.,0,625,605,625,0,229739200,141423757000,2958,606.8,625,668100,620,128700,5000000000,5000000000,2000000000,5656600,2185700,1470000,904050000,1
115,BHIT,MNC Asia Holding Tbk.,0,50,50,50,0,839200,41960000,56,146.2,50,91548800,0,0,86068156705,86068156705,57020153817,0,0,0,0,0
116,BIKA,Binakarya Jaya Abadi Tbk.,0,64,58,61,-2,10700,652500,6,6.1,61,159200,59,1000,592280000,592280000,136520540,0,0,0,0,0
117,BIKE,Sepeda Bersama Indonesia Tbk.,0,398,388,396,-2,3390000,1334606600,793,232.9,396,7800,392,5000,1293383863,1293383863,323344367,146200,156700,0,0,0
118,BIMA,Primarindo Asia Infrastructure Tbk.,0,161,113,114,-18,40405300,5562533900,8076,28.0,114,1429700,113,257400,608175716,608175716,86482587,0,0,0,0,0
119,BINA,Bank Ina Perdana Tbk.,0,4200,4060,4160,0,63100,262404000,23,2350.3,4160,58500,4080,1900,6073369498,6073369498,784679339,900,0,0,0,0
120,BINO,Perma Plasindo Tbk.,0,130,126,127,-1,686500,87403400,203,92.0,128,224700,126,27700,2175019611,2175019611,303197461,0,0,0,0,0
121,BIPI,Astrindo Nusantara Infrastruktur Tbk.,0,108,105,107,0,608294700,64861445300,3409,76.4,107,2910000,106,2036300,63710196917,63710196917,38047729599,53824300,21166100,17788700,1905157000,3
122,BIPP,Bhuwanatala Indah Permai Tbk.,0,50,50,50,0,600,30000,2,20.9,50,1878900,0,0,5028669376,5028669376,1660466628,0,0,0,0,0
123,BIRD,Blue Bird Tbk.,0,1920,1860,1900,-20,1737900,3280589000,882,29.2,1905,4400,1900,30900,2502100000,2502100000,903758520,591100,75500,0,0,0
124,BISI,BISI International Tbk.,0,1560,1540,1560,10,26600,41205500,23,780.0,1560,4600,1555,200,3000000000,3000000000,1372500000,8800,25100,0,0,0
125,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk.,0,1135,1125,1130,0,577300,651085000,370,189.0,1130,1600,1125,797500,10416229249,10275158214,2537393445,171900,2000,0,0,0
126,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,0,620,605,605,-5,6896800,4209756000,1030,140.7,610,1101100,605,1964300,14865343101,14865343101,3045908801,1453100,28400,0,0,0
127,BKDP,Bukit Darmo Property Tbk,0,58,54,55,-2,2043200,114419700,275,45.8,57,195300,55,571400,7513992252,7513992252,1852199090,2000,2000,0,0,0
128,BKSL,Sentul City Tbk.,0,50,50,50,0,597500,29875000,27,3.5,50,101694300,0,0,167708902705,167708902705,23009661451,0,3700,0,0,0
129,BKSW,Bank QNB Indonesia Tbk.,0,84,81,82,0,137600,11332000,33,188.2,83,3100,82,53200,34953681505,34953681505,1527475882,1000,0,0,0,0
130,BLTA,Berlian Laju Tanker Tbk,0,50,50,50,0,1100,55000,3,0.7,50,57548200,0,0,25940187103,25940187103,10438331290,0,0,0,0,0
131,BLTZ,Graha Layar Prima Tbk.,0,2100,1995,2000,75,1300,2668500,8,133.3,2050,200,1925,200,873937142,873937142,78304768,200,0,0,0,0
132,BLUE,Berkah Prima Perkasa Tbk.,0,378,368,372,-2,14400,5393200,38,286.2,374,9900,370,6200,418000000,418000000,38957600,0,0,0,0,0
133,BMAS,Bank Maspion Indonesia Tbk.,0,865,760,775,-95,192400,152676500,220,631.5,775,2100,770,37100,8535333613,8535333613,564531524,600,1200,0,0,0
134,BMBL,Lavender Bina Cendikia Tbk.,0,23,22,23,0,172500,3958200,34,12.2,23,314000,22,726200,1030077044,1030077044,0,0,0,0,0,0
135,BMHS,Bundamedik Tbk.,0,372,354,366,0,618200,224324400,123,107.6,366,121000,358,116000,8603416176,8601877576,2741908735,33100,99800,0,0,0
136,BMRI,Bank Mandiri (Persero) Tbk.,5850,5850,5775,5775,-100,59611500,345721025000,7161,3488.6,5800,23700,5775,558300,92399999996,92399999996,36895319998,44318400,39536900,1144287,7998125492,13
137,BMSR,Bintang Mitra Semestaraya Tbk,0,352,292,330,-22,1818900,543522400,185,66.0,342,500,326,1100,1159200024,1159200024,463911850,0,141000,0,0,0
138,BMTR,Global Mediacom Tbk.,0,264,260,264,0,33994600,8912639200,4915,214.9,264,1893700,262,316200,16583997586,16583997586,9325181843,24749300,24956100,0,0,0
139,BNBA,Bank Bumi Arta Tbk.,0,750,730,735,-10,78300,57656000,42,523.4,740,2200,735,14200,3354120000,3354120000,278727372,37700,200,0,0,0
140,BNBR,Bakrie & Brothers Tbk,0,50,50,50,0,71000,3550000,14,0.2,50,44280700,0,0,22084484209,22084484209,16132715715,0,0,0,0,0
141,BNGA,Bank CIMB Niaga Tbk.,0,1720,1690,1695,-10,4079000,6918174500,2002,12.5,1700,197400,1695,11300,24880290775,24880290775,1657027366,1972500,1054300,10000,16950000,4
142,BNII,Bank Maybank Indonesia Tbk.,0,248,242,246,2,501500,123047200,176,2.9,246,1200,244,48000,75357433911,75357433911,1107754278,0,152500,0,0,0
143,BNLI,Bank Permata Tbk.,0,950,925,940,-10,133600,124428000,74,11.7,940,100000,930,7500,35819545925,35819545925,100294729,600,0,0,0,0
144,BOBA,Formosa Ingredient Factory Tbk.,0,180,165,169,2,619800,106650300,298,60.4,169,10500,167,1000,1155750000,1155750000,273566025,11000,9900,0,0,0
145,BOGA,Bintang Oto Global Tbk.,0,1225,1210,1215,-10,112622800,137018521500,1772,1179.6,1220,48800,1215,59600,3803526210,3803526210,2681485978,3577900,211800,7700000,9740500000,1
146,BOLA,Bali Bintang Sejahtera Tbk.,0,159,155,158,-3,119200,18756000,68,90.3,159,26000,157,1600,6000000000,6000000000,2132400000,1000,0,0,0,0
147,BOLT,Garuda Metalindo Tbk.,0,870,870,870,0,12000,10440000,1,158.2,870,300,0,0,2343750000,2343750000,235078125,0,0,0,0,0
148,BOSS,Borneo Olah Sarana Sukses Tbk.,0,50,50,50,0,21500,1075000,8,12.5,50,8878400,0,0,1400000000,1400000000,995960000,0,0,3100,108500,1
149,BPFI,Woori Finance Indonesia Tbk.,0,0,0,450,0,0,0,0,721.2,448,5400,370,100,2673995362,2673995362,88776646,0,0,0,0,0
150,BPII,Batavia Prosperindo Internasional Tbk.,0,0,0,10200,0,0,0,0,2040.0,10400,5500,10250,1800,515498662,515498662,50106470,0,0,0,0,0
151,BPTR,Batavia Prosperindo Trans Tbk.,0,95,93,94,0,527600,49483000,125,154.0,95,905900,94,130000,3534000000,3534000000,856288200,0,0,0,0,0
152,BRAM,Indo Kordsa Tbk.,0,5900,5850,5850,-100,7700,45232500,40,227.7,5900,100,5850,1600,450056980,450056980,71919105,2100,0,0,0,0
153,BREN,Barito Renewables Energy Tbk.,0,0,0,5225,0,0,0,0,669.9,0,0,0,0,133786220000,15694413334,15694413334,0,0,0,0,0
154,BRIS,Bank Syariah Indonesia Tbk.,1480,1490,1460,1465,-10,3648000,5380338500,1938,294.1,1470,600,1465,130900,45667877639,45667877639,4511986311,179100,188000,6,6000,1
155,BRMS,Bumi Resources Minerals Tbk.,0,177,172,172,-2,103292700,17976520700,2640,31.2,172,62400,171,21507100,141784040338,141784040338,81469109578,10031300,8893800,1122500000,190825000000,3
156,BRNA,Berlina Tbk.,0,0,0,910,0,0,0,0,682.8,920,100,810,100,979110000,979110000,284137722,0,0,0,0,0
157,BRPT,Barito Pacific Tbk.,1080,1280,1070,1175,105,850251900,1030444522500,93107,459.5,1175,5728400,1170,1924900,93747218044,93747218044,26258595774,92000100,73217000,51230400,62994960000,3
158,BSBK,Wulandari Bangun Laksana Tbk.,0,50,50,50,0,51600,2580000,22,50.0,50,56120600,0,0,25091882375,25091882375,3778824613,0,0,0,0,0
159,BSDE,Bumi Serpong Damai Tbk.,0,1025,1010,1015,-5,3557000,3610045000,714,198.8,1015,307800,1010,466400,21171365812,21171365812,6897630982,1161600,79000,6500808,7995993840,7
160,BSIM,Bank Sinarmas Tbk.,0,890,880,890,0,14100,12489000,13,607.0,890,1500,880,1500,19517921842,19517921842,7471460481,0,6200,0,0,0
161,BSML,Bintang Samudera Mandiri Lines Tbk.,0,182,167,167,-13,32233900,5649579600,1467,142.7,167,495400,166,154600,1850225000,1850225000,358573605,6000000,219100,0,0,0
